institution_name,level1,level2,paper_count
Federal Reserve Bank of St. Louis,Applied,Urban & Regional Economics,1
Federal Reserve Bank of St. Louis,Macro,Fiscal Policy,1
Federal Reserve Bank of St. Louis,Micro,General Economic Theory,1
Federal Reserve Bank of St. Louis,Micro,Industrial Organization & Competition,1
Federal Reserve Board of Governors,Macro,Financial Markets & Stability,11
Federal Reserve Board of Governors,Macro,Monetary Policy & Central Banking,5
Federal Reserve Board of Governors,Applied,Corporate & Household Finance,2
Federal Reserve Board of Governors,Macro,Fiscal Policy,2
Federal Reserve Board of Governors,Micro,Industrial Organization & Competition,2
Federal Reserve Board of Governors,Applied,Development Economics,1
Federal Reserve Board of Governors,Applied,International Trade,1
Federal Reserve Board of Governors,Macro,Business Cycles & Growth,1
Federal Trade Commission,Applied,Education Economics,2
Federal Trade Commission,Applied,Development Economics,1
Federal Trade Commission,Applied,International Trade,1
Florida State University,Micro,Auctions & Market Design,2
Florida State University,Applied,Corporate & Household Finance,1
Florida State University,Applied,Health Economics,1
Florida State University,Applied,Labor Economics,1
Frankfurt School of Finance & Management,Micro,General Economic Theory,2
Frankfurt School of Finance & Management,Macro,Financial Markets & Stability,1
Fudan University,Applied,Economic History,1
Fudan University,Applied,Environmental & Energy Economics,1
Fudan University,Applied,Labor Economics,1
Fudan University,Macro,Fiscal Policy,1
George Mason University,Applied,Development Economics,1
George Mason University,Applied,Health Economics,1
George Mason University,Applied,Political Economy & Governance,1
George Mason University,Applied,Public Finance & Taxation,1
George Washington University,Applied,Corporate & Household Finance,1
George Washington University,Applied,Development Economics,1
George Washington University,Applied,Economic History,1
George Washington University,Applied,International Trade,1
George Washington University,Applied,Labor Economics,1
George Washington University,Applied,Political Economy & Governance,1
Georgetown University,Applied,Development Economics,3
Georgetown University,Applied,Education Economics,2
Georgetown University,Micro,Industrial Organization & Competition,2
Georgetown University,Applied,Environmental & Energy Economics,1
Georgetown University,Applied,Other / Interdisciplinary,1
Georgetown University,Applied,Political Economy & Governance,1
Georgetown University,Macro,Financial Markets & Stability,1
Georgetown University,Macro,Monetary Policy & Central Banking,1
Georgetown University,Micro,General Economic Theory,1
Georgia State University,Applied,Labor Economics,3
Georgia State University,Macro,Financial Markets & Stability,2
Goethe University Frankfurt,Applied,Labor Economics,2
Goethe University Frankfurt,Micro,Behavioral & Experimental Economics,2
Goethe University Frankfurt,Applied,Corporate & Household Finance,1
Goethe University Frankfurt,Micro,General Economic Theory,1
HEC Montréal,Applied,Political Economy & Governance,2
HEC Montréal,Applied,Health Economics,1
HEC Montréal,Applied,International Trade,1
HEC Montréal,Applied,Labor Economics,1
HEC Paris,Applied,Other / Interdisciplinary,1
HEC Paris,Econometrics,Time Series & Panel Data Methods,1
HEC Paris,Micro,Game Theory & Mechanism Design,1
HEC Paris,Micro,Industrial Organization & Competition,1
HSBC Holdings,Macro,Financial Markets & Stability,1
HSBC Holdings,Micro,Behavioral & Experimental Economics,1
HSBC Holdings,Micro,Industrial Organization & Competition,1
Harvard University,Applied,Political Economy & Governance,9
Harvard University,Micro,Behavioral & Experimental Economics,8
Harvard University,Applied,Development Economics,7
Harvard University,Applied,Health Economics,7
Harvard University,Macro,Monetary Policy & Central Banking,7
Harvard University,Micro,Industrial Organization & Competition,7
Harvard University,Applied,Corporate & Household Finance,5
Harvard University,Applied,Labor Economics,5
Harvard University,Applied,International Trade,4
Harvard University,Applied,Urban & Regional Economics,4
Harvard University,Applied,Other / Interdisciplinary,3
Harvard University,Econometrics,Causal Inference & Identification,3
Harvard University,Macro,Financial Markets & Stability,3
Harvard University,Micro,Auctions & Market Design,3
Harvard University,Applied,Education Economics,2
Harvard University,Econometrics,Statistical & Bayesian Methods,2
Harvard University,Micro,Game Theory & Mechanism Design,2
Harvard University,Applied,Economic History,1
Harvard University,Applied,Environmental & Energy Economics,1
Harvard University,Applied,Public Finance & Taxation,1
Harvard University,Econometrics,Machine Learning in Economics,1
Harvard University,Econometrics,Time Series & Panel Data Methods,1
Harvard University,Macro,Business Cycles & Growth,1
Harvard University,Macro,Fiscal Policy,1
Harvard University,Micro,General Economic Theory,1
Hebrew University of Jerusalem,Applied,Health Economics,2
Hebrew University of Jerusalem,Micro,Behavioral & Experimental Economics,2
Hebrew University of Jerusalem,Applied,Development Economics,1
Hebrew University of Jerusalem,Macro,Financial Markets & Stability,1
Hebrew University of Jerusalem,Micro,Game Theory & Mechanism Design,1
Hitotsubashi University,Micro,Game Theory & Mechanism Design,2
Hitotsubashi University,Applied,Labor Economics,1
Hitotsubashi University,Applied,Urban & Regional Economics,1
Hitotsubashi University,Micro,Behavioral & Experimental Economics,1
Hong Kong University of Science and Technology,Applied,Health Economics,1
Hong Kong University of Science and Technology,Applied,Other / Interdisciplinary,1
Hong Kong University of Science and Technology,Macro,Financial Markets & Stability,1
Hong Kong University of Science and Technology,Micro,Behavioral & Experimental Economics,1
Hong Kong University of Science and Technology,Micro,Game Theory & Mechanism Design,1
Hoover Institution,Applied,Labor Economics,2
Hoover Institution,Macro,Financial Markets & Stability,2
Hoover Institution,Macro,Monetary Policy & Central Banking,2
Hoover Institution,Applied,Corporate & Household Finance,1
Hoover Institution,Micro,Auctions & Market Design,1
Hoover Institution,Micro,General Economic Theory,1
Humboldt-Universität zu Berlin,Applied,Labor Economics,1
Humboldt-Universität zu Berlin,Econometrics,Statistical & Bayesian Methods,1
Humboldt-Universität zu Berlin,Micro,Behavioral & Experimental Economics,1
IESE Business School,Micro,Industrial Organization & Competition,2
IESE Business School,Applied,Corporate & Household Finance,1
IESE Business School,Applied,Urban & Regional Economics,1
IZA - Institute of Labor Economics,Applied,Labor Economics,10
IZA - Institute of Labor Economics,Applied,Education Economics,6
IZA - Institute of Labor Economics,Applied,Political Economy & Governance,4
IZA - Institute of Labor Economics,Applied,Health Economics,2
IZA - Institute of Labor Economics,Micro,Behavioral & Experimental Economics,2
IZA - Institute of Labor Economics,Applied,Corporate & Household Finance,1
IZA - Institute of Labor Economics,Applied,Development Economics,1
IZA - Institute of Labor Economics,Applied,Environmental & Energy Economics,1
IZA - Institute of Labor Economics,Econometrics,Causal Inference & Identification,1
IZA - Institute of Labor Economics,Macro,Fiscal Policy,1
Ifo Institute for Economic Research,Applied,Development Economics,2
Ifo Institute for Economic Research,Applied,Environmental & Energy Economics,1
Ifo Institute for Economic Research,Micro,Behavioral & Experimental Economics,1
Impact,Applied,Labor Economics,2
Impact,Applied,Development Economics,1
Impact,Macro,Fiscal Policy,1
Imperial College London,Macro,Financial Markets & Stability,3
Imperial College London,Applied,Development Economics,1
Imperial College London,Applied,Environmental & Energy Economics,1
Imperial College London,Macro,Monetary Policy & Central Banking,1
Indiana University,Applied,International Trade,2
Indiana University,Micro,Game Theory & Mechanism Design,2
Indiana University,Applied,Development Economics,1
Indiana University,Applied,Environmental & Energy Economics,1
Indiana University,Applied,Other / Interdisciplinary,1
Indiana University,Micro,Auctions & Market Design,1
Indiana University,Micro,Behavioral & Experimental Economics,1
Indiana University,Micro,Industrial Organization & Competition,1
Institució Catalana de Recerca i Estudis Avançats,Applied,International Trade,2
Institució Catalana de Recerca i Estudis Avançats,Applied,Corporate & Household Finance,1
Institució Catalana de Recerca i Estudis Avançats,Applied,Political Economy & Governance,1
Institució Catalana de Recerca i Estudis Avançats,Macro,Financial Markets & Stability,1
Institució Catalana de Recerca i Estudis Avançats,Macro,Monetary Policy & Central Banking,1
Institució Catalana de Recerca i Estudis Avançats,Micro,Auctions & Market Design,1
Institució Catalana de Recerca i Estudis Avançats,Micro,General Economic Theory,1
Institut d'Etudes Politiques de Paris,Applied,Development Economics,3
Institut d'Etudes Politiques de Paris,Applied,Corporate & Household Finance,2
Institut d'Etudes Politiques de Paris,Micro,Game Theory & Mechanism Design,2
Institut d'Etudes Politiques de Paris,Applied,Economic History,1
Institut d'Etudes Politiques de Paris,Applied,Labor Economics,1
Institut d'Etudes Politiques de Paris,Applied,Political Economy & Governance,1
Institut d'Etudes Politiques de Paris,Applied,Urban & Regional Economics,1
Institut d'Etudes Politiques de Paris,Macro,Business Cycles & Growth,1
Institut d'Etudes Politiques de Paris,Macro,Fiscal Policy,1
Institut d'Etudes Politiques de Paris,Micro,Auctions & Market Design,1
Institut d'Etudes Politiques de Paris,Micro,Behavioral & Experimental Economics,1
Institut d'Etudes Politiques de Paris,Micro,General Economic Theory,1
Institut d'Etudes Politiques de Paris,Micro,Industrial Organization & Competition,1
Institut für Arbeitsmarkt und Berufsforschung,Applied,Labor Economics,2
Institut für Arbeitsmarkt und Berufsforschung,Micro,Industrial Organization & Competition,1
Institute for Advanced Study in Toulouse,Applied,Political Economy & Governance,1
Institute for Advanced Study in Toulouse,Macro,Financial Markets & Stability,1
Institute for Advanced Study in Toulouse,Micro,Behavioral & Experimental Economics,1
Institute for Fiscal Studies,Applied,Labor Economics,4
Institute for Fiscal Studies,Applied,Development Economics,3
Institute for Fiscal Studies,Applied,Environmental & Energy Economics,2
Institute for Fiscal Studies,Macro,Fiscal Policy,2
Institute for Fiscal Studies,Applied,Education Economics,1
Institute for Fiscal Studies,Applied,Health Economics,1
Institute for Fiscal Studies,Applied,Political Economy & Governance,1
Institute for Fiscal Studies,Applied,Urban & Regional Economics,1
Institute for Fiscal Studies,Macro,Financial Markets & Stability,1
Institute for Fiscal Studies,Micro,General Economic Theory,1
Institute for Social and Economic Research,Applied,Development Economics,2
Institute for Social and Economic Research,Micro,Auctions & Market Design,1
Institute for Social and Economic Research,Micro,General Economic Theory,1
Instituto Tecnológico Autónomo de México,Applied,Political Economy & Governance,2
Instituto Tecnológico Autónomo de México,Applied,Health Economics,1
Instituto Tecnológico Autónomo de México,Micro,Game Theory & Mechanism Design,1
Inter-American Development Bank,Micro,Industrial Organization & Competition,2
Inter-American Development Bank,Applied,Education Economics,1
Inter-American Development Bank,Applied,Environmental & Energy Economics,1
Inter-American Development Bank,Applied,Labor Economics,1
Inter-American Development Bank,Applied,Public Finance & Taxation,1
International Monetary Fund,Macro,Financial Markets & Stability,3
International Monetary Fund,Applied,International Trade,1
International Monetary Fund,Applied,Labor Economics,1
John F. Kennedy University,Applied,Health Economics,1
John F. Kennedy University,Applied,Political Economy & Governance,1
John F. Kennedy University,Macro,Business Cycles & Growth,1
Johns Hopkins University,Applied,Health Economics,2
Johns Hopkins University,Applied,Labor Economics,2
Johns Hopkins University,Macro,Monetary Policy & Central Banking,2
Johns Hopkins University,Micro,Industrial Organization & Competition,2
Johns Hopkins University,Applied,Development Economics,1
Johns Hopkins University,Applied,Education Economics,1
Johns Hopkins University,Applied,Urban & Regional Economics,1
Johns Hopkins University,Macro,Financial Markets & Stability,1
KU Leuven,Applied,Labor Economics,3
KU Leuven,Applied,Political Economy & Governance,1
Kindai University,Micro,Auctions & Market Design,3
King's College London,Applied,Labor Economics,1
King's College London,Applied,Other / Interdisciplinary,1
King's College London,Applied,Political Economy & Governance,1
King's College London,Micro,Game Theory & Mechanism Design,1
Kyoto University,Applied,Labor Economics,2
Kyoto University,Applied,Political Economy & Governance,1
Kyoto University,Micro,General Economic Theory,1
Lancaster University,Micro,Behavioral & Experimental Economics,2
Lancaster University,Micro,Auctions & Market Design,1
Libera Università Internazionale degli Studi Sociali Guido Carli,Macro,Monetary Policy & Central Banking,2
Libera Università Internazionale degli Studi Sociali Guido Carli,Applied,Economic History,1
Libera Università Internazionale degli Studi Sociali Guido Carli,Micro,General Economic Theory,1
London Business School,Macro,Financial Markets & Stability,5
London Business School,Applied,Political Economy & Governance,1
London Business School,Macro,Fiscal Policy,1
London Business School,Micro,General Economic Theory,1
London Business School,Micro,Industrial Organization & Competition,1
London School of Economics and Political Science,Macro,Financial Markets & Stability,9
London School of Economics and Political Science,Applied,Labor Economics,7
London School of Economics and Political Science,Micro,General Economic Theory,5
London School of Economics and Political Science,Applied,Development Economics,4
London School of Economics and Political Science,Applied,Environmental & Energy Economics,4
London School of Economics and Political Science,Applied,International Trade,3
London School of Economics and Political Science,Macro,Business Cycles & Growth,3
London School of Economics and Political Science,Macro,Monetary Policy & Central Banking,3
London School of Economics and Political Science,Applied,Political Economy & Governance,2
London School of Economics and Political Science,Micro,Auctions & Market Design,2
London School of Economics and Political Science,Applied,Corporate & Household Finance,1
London School of Economics and Political Science,Macro,Fiscal Policy,1
London School of Economics and Political Science,Micro,Behavioral & Experimental Economics,1
London School of Economics and Political Science,Micro,Game Theory & Mechanism Design,1
Ludwig-Maximilians-Universität München,Applied,Labor Economics,3
Ludwig-Maximilians-Universität München,Micro,Behavioral & Experimental Economics,2
Ludwig-Maximilians-Universität München,Applied,Corporate & Household Finance,1
